,ts_code,name,enname,classify,list_date,delist_date
2591,VKGLF,,VIKING LINE (OTC),EQ,20210528,NaT
2592,VKIN,,VIKING ENERGY GROUP,EQ,19990819,
2593,VKSC,,VISKASE COMPANIES,EQ,20030625,NaT
2594,VKSKF,,VITAL KSK HOLDINGS (OTC),EQ,20191009,NaT
2595,VKTX,,VIKING THERAPEUTICS,EQ,20150429,NaT
2596,VLBI,,VALENTINE BEAUTY,EQ,19930518,NaT
2597,VLCJF,,VELOCITY MINERALS (OTC),EQ,19600101,NaT
2598,VLCN,,VOLCON,EQ,20211006,NaT
2599,VLD,,VELO3D,EQ,20210125,NaT
2600,VLDI,,VALIDIAN,EQ,19920911,NaT
2601,VLEEF,,VALEO SA (OTC),EQ,20140115,NaT
2602,VLEEY,,VALEO SE SPONSORED ADR 2:1,ADR,19940825,NaT
2603,VLERF,,VALEURA ENERGY (OTC),EQ,20100308,NaT
2604,VLGEA,,VILLAGE SPRMKT.'A',EQ,19721214,NaT
2605,VLKAF,,VOLKSWAGEN (OTC),EQ,20140115,NaT
2606,VLMGF,,VISCOUNT MINING (OTC),EQ,20150629,NaT
2607,VLMRY,,VILMORIN CIE UNSPONSORED 5 ADR 5:1,ADR,20230501,
2608,VLMTY,,VALMET OYJ UNSP. FNLD.FI ADR 1:1,ADR,20190808,NaT
2609,VLMZF,,VOLCANIC GOLD MINES(OTC),EQ,20100430,NaT
2610,VLN,,VALENS SEMICONDUCTOR,EQ,20200923,NaT
2611,VLNSF,,VELAN SBVTG.SHS. (OTC),EQ,20140115,NaT
2612,VLNVF,,VAN LANSCHOT KEMPEN(OTC),EQ,20181212,NaT
2613,VLO,,VALERO ENERGY,EQ,19970801,NaT
2614,VLOUF,,VALLOUREC (OTC),EQ,20140115,NaT
2615,VLOWY,,VALLOUREC ADR 5:1,ADR,20100820,NaT
2616,VLPNF,,VOESTALPINE (OTC),EQ,20140115,NaT
2617,VLPNY,,VOESTALPINE ADR 5:1,ADR,20081008,NaT
2618,VLQCF,,QUANTUM GRAPHITE (OTC),EQ,20141107,NaT
2619,VLRS,,CONTROLADORA VUELA ADR 1:10,ADR,20130918,NaT
2620,VLTAF,,VOLTALIA (OTC),EQ,20200915,NaT
2621,VLTLF,,VOLT LITHIUM (OTC),EQ,19600101,NaT
2622,VLTMF,,VOLTAGE METALS (OTC),EQ,20220520,NaT
2623,VLTO,,VERALTO,EQ,20231002,NaT
2624,VLTTF,,VOLATUS AEROSPACE (OTC),EQ,20220128,NaT
2625,VLUTF,,VOLUTION GROUP (OTC),EQ,20170824,NaT
2626,VLVCY,,VOLVO CAR ADR 1:2 (OTC),ADR,20221128,NaT
2627,VLVLY,,VOLVO ADR 1:1,ADR,20160119,NaT
2628,VLVOF,,VOLVO CAR B (OTC),EQ,20211104,NaT
2629,VLXC,,VELTEX,EQ,19990412,NaT
2630,VLXGF,,VOLEX (OTC),EQ,20140115,NaT
2631,VLY,,VALLEY NATIONAL,EQ,19810529,NaT
2632,VLYPP,,VLY.NAT.6 25 FXD.TO FR. NON CUM.PERP.PREF.A,EQ,20181010,NaT
2633,VMAR,,VISION MARINE TECHNOLOGIES,EQ,20201124,NaT
2634,VMC,,VULCAN MATERIALS,EQ,19620702,NaT
2635,VMCA,,VALUENCE MERGER I A,EQ,20220425,NaT
2636,VMCAU,,VALUENCE MERGER I UNITS,EQ,20220302,NaT
2637,VMCAW,,VALUENCE MERG.I EQ. WARRT.EXP 18 FEB 2027,EQ,20220422,NaT
2638,VMD,,VIEMED HEALTHCARE,EQ,20180104,NaT
2639,VMDGF,,KLEA HOLDING (OTC),EQ,20230329,NaT
2640,VMEO,,VIMEO,EQ,20210524,NaT
2641,VMHG,,VICTORY MARINE HOLDINGS,EQ,19901009,NaT
2642,VMI,,VALMONT INDUSTRIES,EQ,19740319,NaT
2643,VMNGF,,VANSTAR MINING (OTC) RESOURCES,EQ,20180816,
2644,VMNT,,VEMANTI GROUP,EQ,20160125,NaT
2645,VMRI,,VALMIE RESOURCES,EQ,20160602,NaT
2646,VMSI,,VITA MOBILE SYSTEMS,EQ,19960823,NaT
2647,VMSSF,,VORTEX METALS (OTC),EQ,20220715,NaT
2648,VMSXF,,NINE MILE METALS (OTC),EQ,20210128,NaT
2649,VMTF,,VMT SCIENTIFIC,EQ,19981030,NaT
2650,VMTG,,VICTOR MINING IND.GP.,EQ,19950518,NaT
2651,VMTHF,,VENUS MEDTECH (OTC) HANGZHOU 'H',EQ,20210128,NaT
2652,VMW,,VMWARE A,EQ,20070802,
2653,VMXXF,,VALHALLA METALS (OTC),EQ,20230925,NaT
2654,VNCE,,VINCE HOLDING,EQ,20131122,NaT
2655,VNDA,,VANDA PHARMACEUTICALS,EQ,20060411,NaT
2656,VNET,,VNET GROUP ADR 1:6,ADR,20110421,NaT
2657,VNJA,,VANJIA,EQ,20160614,NaT
2658,VNLEF,,VANOIL ENERGY (OTC),EQ,20100416,NaT
2659,VNNVF,,VONOVIA (OTC),EQ,20170621,NaT
2660,VNO,,VORNADO REALTY TRUST,EQ,19620702,NaT
2661,VNOM,,VIPER ENERGY A,EQ,20140618,NaT
2662,VNOPRN,,VORNADO RLTY 5.25 CUM. RED.PREF. SR.N,EQ,20201123,NaT
2663,VNOPRO,,VORNADO REAL.4 45 CUM. RED.PREF. SR.O,EQ,20210921,NaT
2664,VNPKF,,VERDE AGRITECH (OTC),EQ,20220812,NaT
2665,VNRFY,,VNA.INRGP.SPN.AU. ADR 5:1,ADR,20081023,NaT
2666,VNRGF,,VIENNA IN.GROUP (OTC),EQ,20170130,NaT
2667,VNRX,,VOLITIONRX,EQ,20150205,NaT
2668,VNT,,VONTIER,EQ,20200924,NaT
2669,VNTA,,VENTANA BIOTECH,EQ,19900702,NaT
2670,VNTH,,NANO MOBILE HLTHCR.,EQ,20110316,NaT
2671,VNTN,,VENTURENET CAP.GP.,EQ,20000626,NaT
2672,VNTRF,,VENATOR MATLS,EQ,20170803,NaT
2673,VNUE,,VNUE,EQ,20120724,NaT
2674,VNWTF,,VECIMA NETWORKS (OTC),EQ,20140115,NaT
2675,VOAXF,,VOLTABOX (OTC),EQ,20201223,
2676,VOBIF,,VOBILE GROUP (OTC),EQ,20191209,NaT
2677,VOC,,VOC ENERGY TRUST UNITS,EQ,20110506,NaT
2678,VOD,,VODAFONE GP.SPN.ADR 1:10,ADR,19881027,NaT
2679,VODAF,,VODACOM GROUP (OTC),EQ,20121023,NaT
2680,VODPF,,VODAFONE GP. (OTC),EQ,20000802,NaT
2681,VOHO,,VOLCAN HOLDINGS,EQ,20100907,NaT
2682,VOIS,,MIND SOLUTIONS,EQ,20020128,NaT
2683,VOLAF,,VOLVO A (OTC),EQ,20140115,NaT
2684,VOLVF,,VOLVO B (OTC),EQ,20140115,NaT
2685,VONHF,,VONTOBEL HOLDING (OTC),EQ,20140115,NaT
2686,VONI,,VERONI BRANDS,EQ,20200709,
2687,VONOY,,VONOVIA SE UNSPONSORED 2 ADR 2:1,ADR,20151111,NaT
2688,VOPKF,,KONINKLIJKE VOPAK (OTC),EQ,20140115,NaT
2689,VOPKY,,KON.VOPAK NV RDAM. UNSP. NETH.ADR 1:1,ADR,20120713,NaT
2690,VOQP,,VIOQUEST PHARMS.,EQ,19830713,NaT
2691,VOR,,VOR BIOPHARMA,EQ,20210205,NaT
2692,VORBQ,,VIRGIN ORBIT HOLDINGS,EQ,20210519,
2693,VORWQ,,VIRGIN ORBIT HOLDINGS EQUITY WARRANT,EQ,20210521,
2694,VOSSF,,VOSSLOH (OTC),EQ,20140115,NaT
2695,VOSSY,,VOSSLOH ADR 10:1,ADR,20110707,NaT
2696,VOXR,,VOX ROYALTY (NAS),EQ,20200729,NaT
2697,VOXX,,VOXX INTERNATIONAL 'A',EQ,19870529,NaT
2698,VOYA,,VOYA FINANCIAL,EQ,20130502,NaT
2699,VOYAPRB,,VOYA FINANCIAL 40 DRC,EQ,20190612,NaT
2700,VOYJF,,VALMET (OTC),EQ,20140214,NaT
2701,VOYRF,,THUNDERBIRD (OTC) RESOURCES,EQ,20091210,NaT
2702,VOYT,,VOYANT INTERNATIONAL,EQ,20100510,NaT
2703,VPAHF,,VOLPARA HEALTH (OTC) TECHS.,EQ,20180116,NaT
2704,VPER,,VIPER NETWORKS,EQ,20030819,NaT
2705,VPG,,VISHAY PRECISION GROUP,EQ,20100624,NaT
2706,VPGLF,,VALUE PARTNERS GP. (OTC),EQ,20080409,NaT
2707,VPHIF,,VALEO PHARMA A (OTC),EQ,20200923,NaT
2708,VPIM,,VITALITY PRIME,EQ,20120502,NaT
2709,VPLM,,VOIP-PAL COM,EQ,20010109,NaT
2710,VPOR,,VAPOR GROUP,EQ,20060504,NaT
2711,VPRB,,VPR BRANDS,EQ,20120724,NaT
2712,VPRIF,,VITALITY PRODUCTS (OTC),EQ,20140115,NaT
2713,VPRO,,VIROPRO,EQ,20031126,NaT
2714,VPSN,,VISION AIRSHIPS,EQ,20020628,NaT
2715,VPTDF,,VENTRIPOINT DIAG. (OTC),EQ,20140115,NaT
2716,VPTV,,VIDEOPROPULSION INTERACTIVE TELEVISION,EQ,19901119,
2717,VQSSF,,VIQ SOLUTIONS (OTC),EQ,20140115,NaT
2718,VRA,,VERA BRADLEY,EQ,20101021,NaT
2719,VRAR,,GLIMPSE GROUP,EQ,20210701,NaT
2720,VRAX,,VIRAX BIOLABS GROUP,EQ,20220721,NaT
2721,VRAYQ,,VIEWRAY,EQ,20150810,NaT
2722,VRBCF,,VIRBAC (OTC),EQ,20130417,NaT
2723,VRBFF,,VANADIUMCORP (OTC) RESOURCES,EQ,19600101,NaT
2724,VRCA,,VERRICA PHARMACEUTICALS,EQ,20180615,NaT
2725,VRCDF,,VERICI DX (OTC),EQ,20220527,NaT
2726,VRCFF,,VICTORY BATTERY (OTC) METALS,EQ,19600101,NaT
2727,VRCI,,VERDE SCIENCE,EQ,20080616,NaT
2728,VRCM,,VERSACOM INTL.,EQ,20010820,NaT
2729,VRCV,,VARCA VENTURES,EQ,20111103,NaT
2730,VRDN,,VIRIDIAN THERAPEUTICS ORS,EQ,20140618,NaT
2731,VRDR,,VERDE RESOURCES,EQ,20140718,NaT
2732,VRE,,VERIS RESIDENTIAL,EQ,19940825,NaT
2733,VRED,,VIRTUAL ED LINK,EQ,20040902,NaT
2734,VREX,,VAREX IMAGING,EQ,20170120,NaT
2735,VRLAF,,VERALLIA (OTC),EQ,20230627,NaT
2736,VRM,,VROOM,EQ,20200609,NaT
2737,VRME,,VERIFYME,EQ,20010110,NaT
2738,VRN,,VEREN (NYS),EQ,20040608,NaT
2739,VRNA,,VERONA PHARMA ADR 1:8,ADR,20170427,NaT
2740,VRNOF,,VERANO HOLDINGS (OTC) SUBORDINATE VOTING A,EQ,20210219,NaT
2741,VRNS,,VARONIS SYSTEMS,EQ,20140228,NaT
2742,VRNT,,VERINT SYSTEMS,EQ,20100706,NaT
2743,VRPX,,VIRPAX PHARMACEUTICALS,EQ,20210217,NaT
2744,VRRCF,,VR RES. (OTC),EQ,20180111,NaT
2745,VRRM,,VERRA MOBILITY A,EQ,20170324,NaT
2746,VRSEF,,VERISANTE (OTC) TECHNOLOGY,EQ,20101220,NaT
2747,VRSK,,VERISK ANALYTICS CL.A,EQ,20091007,NaT
2748,VRSN,,VERISIGN,EQ,19980130,NaT
2749,VRSRF,,VERSARIEN (OTC),EQ,20181203,NaT
2750,VRSSF,,VERSES AI (OTC) SUBORDINATE VOTING,EQ,20220812,NaT
2751,VRSYF,,VMS REHAB SYSTEMS,EQ,20150501,NaT
2752,VRT,,VERTIV HOLDINGS A,EQ,20180730,NaT
2753,VRTB,,VESTIN REAL.MORTGAGE II,EQ,20170330,
2754,VRTC,,VERITEC,EQ,19970903,NaT
2755,VRTHF,,INDIGENOUS BLOOM (OTC) HEMP,EQ,20160218,NaT
2756,VRTK,,VARTECH SYSTEMS,EQ,19970714,NaT
2757,VRTS,,VIRTUS INVESTMENT PARTNERS,EQ,20081215,NaT
2758,VRTT,,VIATAR CTC SOLUTIONS,EQ,20160602,
2759,VRTV,,VERITIV,EQ,20140618,
2760,VRTX,,VERTEX PHARMS.,EQ,19910724,NaT
2761,VRUS,,VERUS INTERNATIONAL,EQ,20081013,NaT
2762,VRVR,,VIRTUAL INTERACTIVE TECHNOLOGIES,EQ,20190703,NaT
2763,VRXWF,,MEDIAVALET (OTC),EQ,20140115,
2764,VS,,VERSUS SYSTEMS,EQ,20141201,NaT
2765,VSAC,,VISION SENSING ACQUISITION A,EQ,20211223,NaT
2766,VSACU,,VISION SENSING ACQUISITION UNITS,EQ,20211101,NaT
2767,VSAT,,VIASAT,EQ,19961126,NaT
2768,VSBC,,VITASPRING BIOMEDICAL,EQ,20191113,NaT
2769,VSBGF,,VSBLTY GROUPE (OTC) TECHNOLOGIES,EQ,20190424,NaT
2770,VSCFF,,VISCOFAN (OTC),EQ,20140115,NaT
2771,VSCO,,VICTORIA S SECRET,EQ,20210803,NaT
2772,VSEC,,VSE,EQ,19721214,NaT
2773,VSEE,,VSEE HEALTH,EQ,20211231,NaT
2774,VSEEW,,VSEE HLTH.EQ.WARRT. EXP 24TH AP.2029,EQ,20211231,NaT
2775,VSFFF,,GREEN ECONOMY (OTC) DEVELOPMENT,EQ,20151014,NaT
2776,VSH,,VISHAY INTERTECHNOLOGY,EQ,19740516,NaT
2777,VSMD,,VASAMED,EQ,19960214,NaT
2778,VSME,,VS MEDIA HOLDINGS A,EQ,20231002,NaT
2779,VSMR,,VERIFY SMART,EQ,20070214,NaT
2780,VSOGF,,VISTA OIL & GAS (OTC),EQ,20210308,NaT
2781,VSOLF,,THREE SIXTY SOLAR (OTC),EQ,20170314,NaT
2782,VSPC,,VIASPACE,EQ,20120813,NaT
2783,VSQTF,,VICTORY SQ.TECHS. (OTC),EQ,20160630,NaT
2784,VSRV,,VOICESERVE,EQ,20120724,NaT
2785,VSSPY,,VALID SOLUCOES SPONSORED ADR 1:1,ADR,20160629,NaT
2786,VSSSF,,VISIONSTATE (OTC),EQ,20180129,NaT
2787,VSST,,VOICE ASSIST,EQ,20100825,NaT
2788,VSSYW,,VERSUS SYS.EQ. WARRT.EXP 17TH DEC 2025,EQ,20210115,NaT
2789,VST,,VISTRA,EQ,20161004,NaT
2790,VSTA,,VASTA PLATFORM A,EQ,20200731,NaT
2791,VSTCQ,,VISION TECHNOLOGY,EQ,20010109,NaT
2792,VSTE,,VAST RENEWABLES,EQ,20220110,NaT
2793,VSTKF,,VNV GLOBAL SDR (OTC),EQ,20190703,NaT
2794,VSTM,,VERASTEM,EQ,20120127,NaT
2795,VSTO,,VISTA OUTDOOR,EQ,20150129,NaT
2796,VSTS,,VESTIS,EQ,20231002,NaT
2797,VSYS,,VISCOUNT SYSTEMS,EQ,20020212,NaT
2798,VTAGY,,VANTAGE TOWERS ADR 2:1,ADR,20210525,NaT
2799,VTAK,,CATHETER PRECISION (ASE),EQ,20180927,NaT
2800,VTCHF,,VERTICALSCOPE (OTC) HOLDINGS,EQ,20240206,NaT
2801,VTDRF,,VANTAGE DRILLING INTERNATIONAL,EQ,20200211,NaT
2802,VTECF,,VORTEX ENERGY (OTC),EQ,20230531,NaT
2803,VTEPF,,VIDENDUM (OTC),EQ,20171012,NaT
2804,VTEX,,VTEX A,EQ,20210721,NaT
2805,VTEXF,,DEVELOP GLOBAL (OTC),EQ,20180313,NaT
2806,VTGDF,,VANTAGE DRILLING,EQ,20070608,NaT
2807,VTGFF,,VITA GROUP (OTC),EQ,20230503,
2808,VTGN,,VISTAGEN THERAPEUTICS,EQ,20110621,NaT
2809,VTIAF,,VITA 34 (OTC),EQ,20140115,NaT
2810,VTKLF,,VTECH HOLDINGS (OTC),EQ,20140115,NaT
2811,VTKLY,,VTECH HDG.UNSP.ADR 1:1,ADR,20110510,NaT
2812,VTLE,,VITAL ENERGY,EQ,20111215,NaT
2813,VTMB,,VITAMIN BLUE,EQ,20121204,NaT
2814,VTMC,,VALENTINE MARK,EQ,20061106,NaT
2815,VTMLF,,VENTURE MINERALS (OTC),EQ,20080731,NaT
2816,VTMTF,,VERTU MOTORS (OTC),EQ,20170314,NaT
2817,VTMX,,CORPN.INMB.VESTA B AMER. DEPY.SHS.EACH 1:10,ADR,20230630,NaT
2818,VTMXF,,VITAL METALS (OTC),EQ,20200721,NaT
2819,VTNA,,VETANOVA,EQ,20050106,NaT
2820,VTNR,,VERTEX ENERGY,EQ,19921021,NaT
2821,VTOL,,BRISTOW GROUP,EQ,20130122,NaT
2822,VTON,,VAST SOLUTIONS CL.B1,EQ,20030625,NaT
2823,VTR,,VENTAS,EQ,19890919,NaT
2824,VTRBY,,VITRU BRASIL EMP PART E COM ADR 1:1,ADR,20240612,NaT
2825,VTRLY,,VITROLIFE ADR 1:1,ADR,20160810,NaT
2826,VTRQ,,ANVI GLOBAL HOLDINGS,EQ,20231017,NaT
2827,VTRS,,VIATRIS,EQ,19730223,NaT
2828,VTRU,,VITRU,EQ,20200918,NaT
2829,VTS,,VITESSE ENERGY,EQ,20230117,NaT
2830,VTSCF,,VITESCO (OTC) TECHNOLOGIES GROUP N,EQ,20211122,NaT
2831,VTSCY,,VITESCO TECHS.GP. ADR 5:1,ADR,20210922,NaT
2832,VTSI,,VIRTRA,EQ,20020506,NaT
2833,VTSYF,,VITASOY INTL.HDG. (OTC),EQ,20140115,NaT
2834,VTTGF,,VAT GROUP (OTC),EQ,20181212,NaT
2835,VTTH,,VAST SOLUTIONS CL.B3,EQ,20001130,NaT
2836,VTVT,,VTV THERAPEUTICS A,EQ,20150730,NaT
2837,VTWRF,,VANTAGE TOWERS N (OTC),EQ,20210324,NaT
2838,VTXB,,VORTEX BRANDS,EQ,20061107,NaT
2839,VTXPF,,VICTREX (OTC),EQ,20140115,NaT
2840,VTXXF,,VERTEX MINERALS (OTC),EQ,20220225,NaT
2841,VTYB,,VICTORY BANCORP,EQ,20180208,NaT
2842,VTYX,,VENTYX BIOSCIENCES,EQ,20211021,NaT
2843,VULC,,VULCAN INTL.,EQ,19671109,NaT
2844,VULMF,,VULCAN MINERALS (OTC),EQ,20140115,NaT
2845,VULNF,,VULCAN ENERGY (OTC) RESOURCES,EQ,20201127,NaT
2846,VUPPF,,VP BANK (OTC),EQ,20060510,NaT
2847,VUVAF,,TEXTON PROPERTY FD.(OTC),EQ,20140827,NaT
2848,VUZI,,VUZIX,EQ,20100707,NaT
2849,VVCHF,,VIVA GOODS (OTC),EQ,20220719,NaT
2850,VVCVF,,VVC EXPLORATION (OTC),EQ,19600101,NaT
2851,VVDB,,VIAVID BCAST.,EQ,19991227,
2852,VVI,,VIAD,EQ,19620702,NaT
2853,VVIVF,,REPLENISH NUTRIENTS(OTC) HOLDING,EQ,19600101,NaT
2854,VVOS,,VIVOS THERAPEUTICS,EQ,20201211,NaT
2855,VVPR,,VIVOPOWER INTERNATIONAL,EQ,20161229,NaT
2856,VVV,,VALVOLINE,EQ,20160923,NaT
2857,VVWT,,VIVA WORLD TRADE,EQ,20040122,NaT
2858,VVX,,V2X,EQ,20140916,NaT
2859,VWAGY,,VOLKSWAGEN A G UNSPONSORED 10:1,ADR,20180827,NaT
2860,VWAPY,,VOLKSWAGEN A G UNSPONSORED ADR 10:1,ADR,20180827,NaT
2861,VWDRY,,VESTAS WIND SYSTEMS AS ADR 3:1,ADR,20070119,NaT
2862,VWE,,VINTAGE WINE ESTATES,EQ,20200312,NaT
2863,VWFB,,VWF BANCORP,EQ,20220714,NaT
2864,VWSYF,,VESTAS WINDSYSTEMS (OTC),EQ,20140115,NaT
2865,VXIT,,VIREXIT TECHNOLOGIES,EQ,20161101,NaT
2866,VXLLF,,VAXIL BIO (OTC),EQ,20160330,NaT
2867,VXRT,,VAXART,EQ,19730820,NaT
2868,VXTRF,,VOXTUR ANALYTICS (OTC),EQ,20190128,NaT
2869,VYBE,,LIMITLESS X HOLDINGS,EQ,20060131,NaT
2870,VYCO,,VYCOR MEDICAL,EQ,20101014,NaT
2871,VYDR,,VYDROTECH,EQ,20001107,NaT
2872,VYEY,,VICTORY OILFIELD TECH,EQ,20020403,NaT
2873,VYGPF,,CARTA HOLDINGS (OTC),EQ,20210208,NaT
2874,VYGR,,VOYAGER THERAPEUTICS,EQ,20151111,NaT
2875,VYGVQ,,VOYAGER DIGITAL (OTC),EQ,19600101,NaT
2876,VYND,,VYNLEADS,EQ,20200224,NaT
2877,VYNE,,VYNE THERAPEUTICS,EQ,20180125,NaT
2878,VYNT,,VYANT BIO,EQ,20130405,
2879,VYST,,VYSTAR,EQ,20120724,NaT
2880,VYX,,NCR VOYIX,EQ,19961211,NaT
2881,VYYRF,,VOYAGEUR (OTC) PHARMACEUTICALS,EQ,20171019,NaT
2882,VZ,,VERIZON COMMUNICATIONS,EQ,19831121,NaT
2883,VZIO,,VIZIO HOLDING A,EQ,20210325,NaT
2884,VZLA,,VIZSLA SILVER (ASE),EQ,20191108,NaT
2885,W,,WAYFAIR CL.A,EQ,20141002,NaT
2886,WAB,,WABTEC,EQ,19950526,NaT
2887,WABC,,WESTAMERICA BANCORP.,EQ,19761015,NaT
2888,WACC,,WESTAMERICA,EQ,19740319,NaT
2889,WACLF,,WACOAL HDG. (OTC),EQ,20180628,NaT
2890,WACLY,,WACOAL HDG.ADR 1:5,ADR,20130415,NaT
2891,WACMF,,WACOM (OTC),EQ,20140115,NaT
2892,WACMY,,WACOM UNSP.ADR 1:1,ADR,20131030,NaT
2893,WAFD,,WAFD,EQ,19821109,NaT
2894,WAFDP,,WAFD DEPOSITARY SHARES,EQ,20210202,NaT
2895,WAFU,,WAH FU EDUCATION GROUP,EQ,20190430,NaT
2896,WAKE,,WAKE FOREST BANCSHARES,EQ,20120813,
2897,WAL,,WESTERN ALL.BANCORP.,EQ,20050628,NaT
2898,WALD,,WALDENCAST A,EQ,20210512,NaT
2899,WALPRA,,WESTERN ALLIANCE BANCORPORATION 400 DEP,EQ,20210920,NaT
2900,WALRF,,MEGAWATT LITHIUM (OTC) BATTERY METALS,EQ,20200808,NaT
2901,WAMFF,,WESTERN ALASKA (OTC) MINERALS,EQ,20220111,NaT
2902,WANHY,,SEVEN WEST MEDIA UNSP. ADR,ADR,20230124,NaT
2903,WANLF,,WAN LEADER (OTC) INTERNATIONAL,EQ,20240404,NaT
2904,WANSF,,CIRATA (OTC),EQ,20120914,NaT
2905,WARAF,,WARABA GOLD (OTC),EQ,20220914,NaT
2906,WARFF,,WHARF HOLDINGS (OTC),EQ,20140115,NaT
2907,WARFY,,WHARF HOLDINGS ADR 1:2,ADR,19600101,NaT
2908,WARM,,COOL TECHNOLOGIES,EQ,20100917,NaT
2909,WASH,,WASHINGTON TST.BANC.,EQ,19870608,NaT
2910,WAT,,WATERS,EQ,19951030,NaT
2911,WATT,,ENERGOUS,EQ,20140328,NaT
2912,WAVC,,WAVERLEY CAPITAL ACQUISITION A,EQ,20211012,
2913,WAVC.U,,WAVERLEY CAPITAL ACQUISITION 1 UNITS,EQ,20210820,
2914,WAVD,,WAVEDANCER,EQ,19901005,NaT
2915,WAVE,,ECO WAVE POWER GLOBAL AB PUBL ADR 1:8,ADR,20210701,NaT
2916,WAVS,,WESTERN ACQUISITION VENTURES,EQ,20220412,NaT
2917,WAVSU,,WESTERN ACQUISITION VENTURES UNITS,EQ,20220112,NaT
2918,WAVSW,,WSTN.ACQ.VENT.EQ. WARRT. EXP 16TH DEC 2026,EQ,20220412,NaT
2919,WAWIF,,WALLENIUS (OTC) WILHELMSEN,EQ,20230824,NaT
2920,WAXS,,WORLD ACCESS,EQ,19910812,NaT
2921,WAY,,WAYSTAR HOLDING,EQ,20240607,NaT
2922,WAYN,,WAYNE SVG.BANCSHARES,EQ,19930623,NaT
2923,WAYS,,WAVE SYNC,EQ,19920820,NaT
2924,WB,,WEIBO ADR 1:1,ADR,20140417,NaT
2925,WBA,,WALGREENS BOOTS ALLIANCE,EQ,19340228,NaT
2926,WBBAD,,WB BURGERS ASIA,EQ,19600101,NaT
2927,WBBW,,WESTBURY BANCORP,EQ,20130410,NaT
2928,WBD,,WARNER BROS DISCOVERY SERIES A,EQ,20050706,NaT
2929,WBEVQ,,WINC,EQ,20211112,
2930,WBHC,,WILSON BANK HOLDING COMPANY TN,EQ,20220215,NaT
2931,WBNEF,,WESTBOND ENTS. (OTC),EQ,20200909,NaT
2932,WBQNL,,WOODBRIDGE LIQUIDATION TRUST A,EQ,20200508,NaT
2933,WBRBF,,WIENERBERGER (OTC),EQ,20140115,NaT
2934,WBRBY,,WIENERBERGER BAUSTOFINDUSTI ADR 5:1,ADR,19961029,NaT
2935,WBRE,,WILD BRUSH ENERGY,EQ,20021023,NaT
2936,WBS,,WEBSTER FINANCIAL,EQ,19861212,NaT
2937,WBSPRF,,WEBSTER FINANCIAL DS,EQ,20171206,NaT
2938,WBSPRG,,WEBSTER FINANCIAL DEPOSITARY EACH,EQ,20220202,NaT
2939,WBSR,,WEBSTAR TECHNOLOGY GROUP,EQ,20210802,NaT
2940,WBTMU,,WESTBROOK THMP.HDG.SBI ROYALTY UNITS,EQ,19950922,NaT
2941,WBTN,,WEBTOON ENTERTAINMENT,EQ,20240627,NaT
2942,WBTNF,,WEEBIT NANO (OTC),EQ,20220110,NaT
2943,WBUY,,WEBUY GLOBAL,EQ,20231019,NaT
2944,WBWB,,WU BA SUPERIOR PRODUCTS HOLDING GROUP,EQ,20110808,NaT
2945,WBX,,WALLBOX A,EQ,20210419,NaT
2946,WBZB,,WASHINGTON BBUSINESS BK,EQ,20190416,NaT
2947,WCBH,,WCB HOLDINGS,EQ,20060317,
2948,WCC,,WESCO INTL.,EQ,19990512,NaT
2949,WCCP,,WEALTHCRAFT CAP.,EQ,20050421,NaT
2950,WCCPRA,,WESCO INTERNATIONAL 1000 DS,EQ,20200622,NaT
2951,WCFB,,WCF BANCORP,EQ,19940810,NaT
2952,WCHD,,WECAPITAL HOLDINGS,EQ,20030708,NaT
2953,WCHEF,,WINCHESTER ENERGY (OTC),EQ,20191216,NaT
2954,WCHNF,,WEST CHINA CEMENT (OTC),EQ,20080529,NaT
2955,WCHS,,WINCHESTER HOLDING GROUP,EQ,20131224,NaT
2956,WCIG,,WEE-CIG INTERNATIONAL,EQ,20030624,NaT
2957,WCN,,WASTE CONNECTIONS (NYS),EQ,20061228,NaT
2958,WCRS,,WESTERN CAPITAL RES.,EQ,20061201,NaT
2959,WCUFF,,WORLD COPPER (OTC),EQ,20210706,NaT
2960,WCUI,,WELLNESS CENTER USA,EQ,20120312,NaT
2961,WCYN,,WEST CANYON ENERGY,EQ,20061026,NaT
2962,WD,,WALKER & DUNLOP,EQ,20101215,NaT
2963,WDAY,,WORKDAY CLASS A,EQ,20121012,NaT
2964,WDBG,,WOODBROOK GROUP HOLDINGS,EQ,20051205,NaT
2965,WDC,,WESTERN DIGITAL,EQ,19730126,NaT
2966,WDDD,,WORLDS,EQ,20000211,NaT
2967,WDFC,,WD-40,EQ,19740319,NaT
2968,WDFCF,,K9 GOLD (OTC),EQ,20150310,NaT
2969,WDFN,,WOODLANDS FINANCIAL SERVICES COMPANY PA,EQ,20130306,NaT
2970,WDGJF,,WOOD GROUP (JOHN) (OTC),EQ,20140115,NaT
2971,WDGJY,,WOOD GROUP JOHN ADR 1:2,ADR,20170608,NaT
2972,WDGNF,,WIN METALS (OTC),EQ,20211119,NaT
2973,WDGRF,,WEDGEMOUNT RES (OTC),EQ,20230427,NaT
2974,WDH,,WATER DROP ADR 1:10,ADR,20210507,NaT
2975,WDHR,,WEEDHIRE INTERNATIONAL,EQ,20111221,NaT
2976,WDKA,,PANACHE BEVERAGE,EQ,20100927,NaT
2977,WDLF,,DECENTRAL LIFE,EQ,20050421,NaT
